review_id,sentiment_label,sentiment_score,sentiment_reason
pefDXwX1INDyGL3UzYxlMQ,positive,0.7,"Praises large portions, flavorful meat, and satisfying sides."
4SvAVdfO67eo9OcXsu4QXA,positive,0.5,Positive food and service comments outweigh minor cleanliness concerns.
CxsiDj4HoEt4muvSWvRarg,negative,-0.6,Disappointed with order; negative tone outweighs brief positives
CmcrUJzu2KKZ8WHLBXctQQ,positive,0.9,"Enthusiastic praise of food, atmosphere, and staff"
JuWeGDOkz27dltBixrEP7g,positive,0.8,"Highly positive remarks on food, service, and value"
JI6_5QGDbs-WsstH7JGyuA,negative,-0.4,Excellent food but terrible service dominates sentiment
h6cS9dGPnq-jvOaWaujUXg,negative,-0.9,Strongly negative language; feels like an inconvenience
heZx_X5bzHo0lM8hp47H2w,negative,-0.7,Disappointed with food quality and overall experience
1mImSLS_pl91tiHl3BWzRw,positive,0.8,"Praises food, service, and plans to return"
UH3xuZb0ji9yimVFLk5zSg,negative,-0.6,Unpleasant experience despite prior positive visits
lVMil5RE4EV_WM2CwkCO2Q,negative,-0.5,Long wait and lack of communication
1_-2aU4DfPjSzJD7zEPEnw,negative,-0.9,Rude staff and excessive wait time
T0aWnOu0JfLHq2thcVOp5g,negative,-0.9,"Rude staff, order not completed, profanity used."
rqYxUbOIOx_vR8KU38E1Aw,negative,-0.8,Alleged violence and mocking tone toward clown.
4Cqo1okil4UGjJvGY2YM5w,negative,-0.85,"Rude, maskless staff refused order despite payment."
MFWWoYcBFZOc0ev_eFP2Bw,positive,0.9,"Praise for late hours, food, and great service."
Fiix4oGL5PUzjmKaD_u1AA,negative,-0.9,"Poor ID handling, extreme dissatisfaction, wants zero stars."
u4iH8scGOEyd7mVOVHTNew,positive,0.7,"Praises speed, quality, and recommends despite minor food temperature/portion notes."
LDxy1P9TBmHWVZlQTppXXw,negative,-0.4,Rude bouncer and slow service dominate the average food experience.
vcAFBBMWqSiJwyFEeV8txw,positive,0.8,Enjoyed pleasant service and described the Cav sauce as amazing.
psqiJ9b9e9iKfJkZPCrqgw,negative,-0.9,Strongly negative language about pizza quality and unpleasant smell.
UawtdkhPAbwNiDxMtF83Lw,positive,0.4,Loves pizza despite occasional temperature issues and watery pasta.
apm0PixGPzLPSJcqkaxBDw,positive,0.85,"Enthusiastic praise for staff, food, and service."
nfb1VXOht5IL-v8tW-LQ0Q,negative,-0.9,Complaint about dishonesty and poor ordering policy.
-yzqgtjtBmYPam5eYh7wKw,negative,-0.95,Extreme frustration due to excessive wait and unfulfilled order.
JhEK2PsbCJTlKqYAzmib9g,neutral,0.2,Balanced praise with notable drawbacks in menu complexity and ordering.
6F9HH2S7CDFJwmHWxcenuA,negative,-0.8,Disappointed by incorrect order and unfulfilled compensation promise.
l5OtPsB-aLBHRKcC7XfQjQ,negative,-0.9,"Late delivery, no communication, subpar sandwiches."
A06AgVptcabuli_EObi4Kg,negative,-0.8,"Cardboard crust, barely sauce, wasted most of pizza."
S7YHUHyri-7Kas6t5Jpr0g,positive,0.9,"Delicious pizza, excellent service, clean, friendly staff, highly recommended."
_EcYAn7S-E8LjtJcDLUZ1g,positive,0.8,"Great tomato sauce, all ingredients make super good pizza."
8SEGWiN_6Ysg-YDfitE8EA,positive,0.85,"Amazing pizza, awesome wings, server Rachel friendly, talkative, great service."
_PT7q8fpOyq_NqknLEIIjA,positive,0.9,"Praises food, staff, and calls it a favorite."
UmU7BoVh9RVp3u3INXewEw,negative,-0.8,Frustration over missing order and delivery mishap.
VgSJGkWOwUBCjSLt0J-7hg,negative,-0.95,"Multiple complaints, poor service, and vow never to return."
DWN-b0UKNqU0asCBythlHg,positive,0.85,Enthusiastic praise and recommendation of sandwich.
Yc7XQ7nMbEXG3nNrFitprQ,positive,0.9,"Strong commendation of food, service, and overall experience."
mykv0x3cSYwyNm7vcRWkGg,positive,0.9,"Praises food quality and staff, expresses strong satisfaction"
5TP8Ski_YJXe-H6kSP3GAw,negative,-0.4,Mixed praise but unlikely to return indicates overall disappointment
Cnh9aQEKWDkaAipRMDx5ww,neutral,0.0,"Mild comments, neither strong praise nor criticism"
oeotnjT_awZPih5Uv1Ah-w,positive,0.85,"Enthusiastic praise for flavor, portions, and value"
OThosAtyrLQa2qXoiIejSQ,positive,0.9,Strong acclaim for dishes and consistent satisfaction
wY-69w_rE02A0sC_X8xrOw,positive,0.85,"Enthusiastic praise of flavor, fullness, and overall satisfaction"
i29BxR9ynsc3ic5hO-0N6Q,positive,0.9,High praise for vegan fish and other menu items
3mY-5_Jf-UjZ-jOIUESt1g,positive,0.95,Consistent commendation of food variety and excellent service
XncrbnQK89nSrmjU8dSbqQ,positive,0.9,"Repeated enjoyment, excellent service, good value and generous portions"
UrwM25Y4BCQlCnITYK7wqw,negative,-0.4,Criticism of seafood quality and styrofoam outweighs minor positive
8F_fUh1-wziSmL5ocZrd5g,positive,0.9,"Enthusiastic praise of food, staff, and favorite chef."
1FCKUbCB8p-97twzerZOrw,positive,0.85,"Excited compliments on atmosphere, dishes, and drinks."
hx3oOZPYNliKFSFXPh4Nag,negative,-0.9,Strong negative language about food quality and service.
4zy8OTRELsBlXgCryvqikA,negative,-0.85,"Harsh criticism of taste, value, and overall experience."
e4MHFZK9kS3Gp23yRZ6mrA,neutral,0.2,Mixed feedback; moderate praise with no strong sentiment.
wrOws7VQlJP23oyfCAiqHA,positive,0.92,"Praises staff, food, and highlights best items."
dQiA9RqALm-ssZIeFtsIZQ,negative,-0.45,Criticizes flavor authenticity despite saying food was good.
hzYLszSQVTFYxe11nAtJiA,positive,0.96,"Enthusiastic praise for tacos, service, price, and overall experience."
guUVuyMDePBuYgTvlzwaTA,positive,0.9,"Highlights wonderful food, atmosphere, and staff."
YzBnAsXmC7829niM1-VRDw,positive,0.88,"Commends tasty dishes, gluten‑free options, and lovely service."
OpFkh3luUGdAls2UBrE_YQ,positive,0.95,Enthusiastic praise for gluten‑free options and friendly owners.
9fA62MBGTgfAU19lR4jrpw,positive,0.93,Highly positive language about food quality and service.
mgQPgeZsV9yklpH3PAuYDg,positive,0.9,"Strong positive adjectives, mentions value and friendly staff."
T_oec5rTPa1yjH6sa-KtPQ,positive,0.92,"Glowing description of ambiance, food, and opera; strong recommendation."
4kaT57RvzYhrdAONbjt1jw,positive,0.88,"Enthusiastic about experience, food, and unique opera service."
EOfz5I5C_XAVvzrSnqLgfg,positive,0.6,Enjoyed experience and food despite minor service issue.
uSacCVZnAz4DZlmorMdYKw,positive,0.9,"Enthusiastic praise of staff, food, and opera."
mr5dbHHHjMQrhZ8qZc_-BQ,positive,0.8,High praise for food quality and entertaining service.
MGZykiWIN8bTTp_cF0qOgQ,negative,-0.8,Incorrect order and strong disappointment expressed.
jhbOVyjq3ix15Cqq8ruuZA,positive,0.7,"Excited, expectations met, plans to try more menu items."
ugfpgZI5hy6nJ_xiczQutg,negative,-0.7,"complains about high price, small portions, mediocre flavor"
aOK7-d9ILESnI5lWyKNm9g,negative,-0.8,"expresses frustration over traffic, order cancellations, poor service"
HUCvgRLSjk5XJ9Wt8V1x9g,positive,0.8,"enthusiastic praise of unique, excellent Chinese dishes"
CR1Ps1yKrcCwDhqQlLlW4A,positive,0.9,highly praises friendly staff and consistently delicious food
MW0ODts86OsomvvsfxPfwg,positive,0.85,"glowing review of products, service, and best breads"
t1Gd0nlaeZBz7JtTSzpWoA,negative,-0.9,"Harsh complaints about service, food quality, and intent not to return"
IjZLQi9MxrxVJs5x0o-rtA,negative,-0.85,"Multiple criticisms of service, order errors, and rude staff"
X2j4_pvGHEaYsuTET1Y-hQ,positive,0.8,"Enjoyed arcade games, novelty, and liked the beer/cider"
GYSFu905HbJgfLeEOA4v0Q,positive,0.75,"Praises vibe, drinks, and overall fun atmosphere"
quTNsayl6GqKIkNFWxOBeQ,negative,-0.4,Good service but food quality disappointing and lacking sauce options
WOq8wbXpO4NhFQ4tuCQS1Q,negative,-0.6,Disappointed by sushi portion; unlikely to return.
0YLZYLj5qCT026n9GEcoBg,negative,-0.5,Mixed food; unlikely to return now.
zNPerCGz4-Q3k4E-9jWZgg,positive,0.6,"Enjoyable experience; good gyoza, recommends dine‑in."
zRVfCUVGqDnTXp6sSWuJ0Q,positive,0.9,"Highly praising quality, value, and variety."
8k7dGd5YuJA0KmQsxj1Gcw,negative,-0.9,"Extremely negative; slow service, poor management."
9t5MJQVQeNA9aVoLmHUU0Q,neutral,-0.2,Mixed praise and minor complaint about missing sauces.
zwH5HdvA9RwPCz46Xyb-YQ,negative,-0.9,Severe dissatisfaction with food quality and customer service.
rOfuhTELv0ZgxBE7l9uayg,negative,-0.5,"Enjoyable entertainment marred by slow, inattentive service."
5cbUQFZxOCKkzeUp--whhA,negative,-0.8,Strong criticism of menu accuracy and overall operations.
bTdCZ8IYvreR3w31ooNDCQ,positive,0.7,"Enthusiastic praise for friendly, laid‑back atmosphere despite minor flaws."
0rX9u4sJc3KXNOIsinEByw,negative,-0.9,"Harsh criticism of wings, describing them as stale and terrible."
kqW35lv_FRA3TI2fPPClmQ,positive,0.85,"Pleasant surprise, great service, and rave reviews for many dishes."
vfSI6bxBzh8fwAg0TKA7YQ,positive,0.9,"Excellent accommodation, 5‑star food, and strong recommendation."
sBX5lAXOoDr20dlLYUDtMQ,negative,-0.7,"Multiple dishes disappointing, poor value, overall bad experience."
LOwMz1_ef0VVV7CEmcu7gw,neutral,-0.2,"Enjoyed meal but ignored birthday, high bill, future takeout only."
6JYIGMI795rCIKG3iAPFWA,negative,-0.92,"Rude service, long wait, manager laughed, overall poor experience"
a_siNOSmV8N7RpJ_RgdJLQ,positive,0.94,"Enthusiastic praise, recommends, compares favorably to competitors"
qjanfRWmDCYxiecIu6PU4w,positive,0.88,"Highly positive language, recommends, calls it best burger place"
OebqRnK76J-17r4bGC-rUw,positive,0.96,"Excited, loves flavor, declares must‑visit, plans return visits"
0E4jv5J7ksKo29KmYlzvGA,negative,-0.65,"Food praised but caused severe illness, overall negative outcome"
ed_tWYLxecow78hIDC7P0A,negative,-0.85,"Order ignored, no communication, shows poor care."
9rmv5fMTB3pxRohrNaHIGQ,positive,0.9,"Friendly staff, great books, excellent drinks, inviting atmosphere."
jq9cwTqvZqFcnchUTYtk0g,positive,0.95,"Enthusiastic praise for coffee, service, books, and atmosphere."
wYGAo2nvWahHXYn9AFJi5Q,positive,0.8,"Longtime fan, enjoys coffee and pastries, looks forward to return."
XYb_4SiXpLUXMEJXr-CzXQ,negative,-0.9,"Unwelcoming staff, crossed arms, poor service, will not return."
yljUL1vrYdyQQu5AdxyGMg,positive,0.8,Enthusiastic praise despite price warning
KgP6w2yz7aKDQ_8ukyeEqw,positive,0.9,Superlative praise of food and chef
N-99n1mw2OzlG7ItyIawJA,neutral,-0.2,Good drinks but food considered overpriced
0joHmxeFL6VbUT0m8p7Pdg,positive,0.85,"High praise for food, service, and repeat intent"
qx9qQqU94AX-tclco0c-1Q,positive,0.6,"Safe for celiac, enjoyable experience"
iavpE3YiRMMT5DHFU-GPTA,positive,0.8,"Enjoyed drag queen bingo, plans to return for future events."
pkiulue428Wtu1yXWUJMlw,negative,-0.9,Frustrated by bathroom code issue and poor staff handling.
KJ_Z9OCAGZDSYYdswkKzNw,positive,0.4,"Emphasizes many positives, despite minor cons about staff mood."
3t5wTxJXKOSUnSLYIhqZEA,positive,0.6,Enthusiastic praise for Capital One coffee station and offerings.
jo2M-6bJUWZ2W4Wpn6CWdw,positive,0.7,Highly recommends General Tso's chicken despite venue's appearance.
KbuFyjn_2OKJNqxmczaVxg,positive,0.9,Enthusiastic praise and desire for higher rating
wOI90qUjjcruY93M4Fyolw,neutral,0.2,"Mixed comments: decent food, nice staff, but not favorite"
qKFVGCZt5rUDmbYsJpA5tg,positive,0.95,Highly enthusiastic about wings and future visits
Fs3QVA9fra5J97UM5ORibw,positive,0.8,"Strong liking for fries, minor suggestion only"
1S-dDMNnayhfc1PW4kqrUQ,positive,0.85,"Frequent patron, high praise despite small critique"
pxaIIr7NQM-gtoSwqcmhlw,positive,0.3,Mixed praise with minor complaint about forks
gT-K3_REp2vMiboTCx4tUw,positive,0.9,"Highly positive description of food, service, and price"
D1gvvzTObOo6LGccvqE99w,positive,0.8,"Positive remarks on food, cleanliness, and intent to return"
_7tyb9Kq36d7fnaRYhUgsw,positive,0.95,Enthusiastic praise for taste and repeat intent
vHzhW23tAYmdz4PovHtESw,positive,0.7,Positive excitement about discovery and recommendation
se_ifFmP9DyXLjUc6NOWAQ,positive,0.9,Enthusiastic praise for sandwich quality
bpTANnWpJaUESExaAFfeow,positive,0.8,Strong recommendation and praise for sandwich and service
VEpJRQLcoyN86UnXLhMvZA,positive,0.85,"Enthusiastic about flavor, freshness, service, and delivery quality"
Z4VR8Sl5IeY1cTmsXJamQw,positive,0.8,"Positive remarks on food, staff, portions, and overall enjoyment"
hSxxSngKzlz3SpPsNPl3lQ,negative,-0.5,Criticizes language barrier and ordering experience despite reasonable prices
8Grm4gGvBHRyBoedwo8oWg,positive,0.8,"Consistently praises food, convenience, and rewards."
tttopQcnobWFdlmy06JvkQ,negative,-0.5,Disappointed by unexpected fries charge.
6m3MmTboBl3aKIgu8BYDWA,negative,-0.6,Frustrated over being charged again for fries.
QqGvjaBt8e5LO_2ckOJH4g,neutral,-0.1,Mixed view: overpriced food vs. great service.
xugd33erE7515X8WgnXRlQ,positive,0.7,Appreciates accommodating staff and enjoyable food.
U3NarimlQSyDspOLjsF9zQ,negative,-0.4,Good food but repeated carry-out errors cause frustration.
Cd03dYrKXFxEsMuuK_SERQ,neutral,0.0,"Mediocre food, unmet cravings, but open to return."
nGb94ZRL2dq7OEc-6P_afA,negative,-0.7,"Overcooked chicken, tough texture, discourages recommendation."
6d8L_DOxuVQNfAcjb5JxTg,positive,0.8,"Tasty dishes, pleasant surprise, strong recommendation."
i43sjjelQbZz-M-BmLBSBA,positive,0.9,"Convenient drive-thru, friendly staff, consistently fresh pretzels."
KBHeZi_lDzbaayXdQZOfQw,positive,0.9,"Enthusiastic praise of sushi quality, staff, and consistency."
axNhExcPal0JHzEXlOTT9g,positive,0.7,"Positive remarks on freshness, price, and anticipation for more dishes."
puAKpnGeSBwcR5NHxRaELA,negative,-0.4,Frustration over inconsistent orders despite overall goodness.
emUhmgtVuqtkR-7fwV3NEA,positive,0.8,"Warm vibe, great service, reliably good food, desire to return."
WEJxsj0S3y82-S5eUO5gqA,positive,0.85,"Impressed by menu variety, staff, and overall great experience."
ur7OnKpTLlcactKzp_UgDQ,positive,0.8,"Enthusiastic praise for staff, food, and drinks."
pdtPJVcLp4psEggDxxB-lg,negative,-0.6,Upset about unexpected gratuity and feeling ripped off.
VV6AKrd3af2kYr8dtaJCXw,neutral,0.0,Balanced comments on vibe and price/size concerns.
HxTjSL-vzqo_dMHoT5AXaA,negative,-0.9,"Strong complaints about pricing, quality, and overall experience."
8Hc8SofNcXQZWPJOgYVnIw,negative,-0.5,Food and gratuity issues outweigh positive atmosphere.
JeUZ2o4i9zUC_X-H2j9r4Q,positive,0.9,"Enthusiastic praise of food, service, and overall experience."
Xj1QXPoXAgpKDw1STwukRg,negative,-0.4,"Disorganized, inefficient staff criticism outweighs decent food."
nQDvSTC2mi0syKKxon3c6g,neutral,0.2,Pleasant staff and okay food give a mild positive impression.
PA4Aa3cRx-B85zXZehnBeA,positive,0.8,"Friendly staff, good music, tasty hot dishes indicate strong satisfaction."
5Ay7ZHJvfbpVFZ9hPVv3Cg,positive,0.85,"Delicious curry, creative presentation, and delightful dessert convey high satisfaction."
nYtHjrsk-1bTNLGYkvgq-g,positive,0.4,"Praises service and love the place, but notes recent food quality decline"
kszd0pKfdWRD9qaNNQY5dg,positive,0.9,"Enthusiastic praise for staff, ambiance, and excellent food"
-_g94-BCIGFNeIlrV0x-rw,positive,0.8,Strong positive remarks about beautiful interior and amazing service
mMNJOxMqi8bGuL6UZ4IHzw,positive,0.85,"Highlights excellent dining experience, location, and enjoyable dishes"
9gCc6_R2iGQgBgwTv7kH_Q,positive,0.6,Positive about delicious food; humor about strong coffee side effect
lW2_gDm6symiLH2N1G5f8Q,positive,0.8,"Praise for food, service, cleanliness; overall favorable."
nUsiJbi1teak_kKVv5pKhw,positive,0.95,Enthusiastic praise; high rating and strong recommendation.
Qun0fkNa1kF7C9-YFqhZAw,negative,-0.4,"Mixed feedback; praise limited, many criticisms of key dishes."
plIgsQrgw-3G7fmq_EpJ0w,positive,0.85,"Consistently positive remarks on service, food, and seating."
SVP4O3oanbDo4Cg9uNacDQ,positive,0.7,Highly favorable nostalgic tone; recommends venue and atmosphere.
wkbLSDWoZI6qojpSdhVZ8w,positive,0.94,"Praises coffee, sandwich, seating, and plans to return."
UwMC1FyVNtNyciNoU4EDSQ,positive,0.91,"Delicious food, enthusiastic, will definitely return."
GQ4NGGqfIl6DN_I3mYu0SA,positive,0.96,"Highly praises dishes, happy, will order again."
IGD8A5xdspgtLm2lce2Srg,positive,0.93,"Amazing tasting menu, top service, eager to revisit."
km7BSXUbYtgyBHiPhvNtIw,positive,0.92,"Great experience, delicious food, top service, highly recommended."
7zTuuA7SPOWx83KYibdbiA,negative,-0.6,Good hummus but overall experience inconvenient and not worth effort
LbSzxUMkbhyYB9lB0hN8Rg,positive,0.8,"Excited tone, praises food and reservation effort, overall delighted"
w62wPpfNtO5mOETSusLaxw,positive,0.7,"Positive experience, tasty menu, courteous staff, memorable celebration"
ZkILDF9scA1Uk1kAlXlG7Q,positive,0.75,"Family loved juicy burgers, consistently satisfying experience"
xO3tiZyS_SV-D8XFeFSZhA,positive,0.6,"Enjoyable bar food, lively vibe, intends to revisit"
65URvPRr1lE_yRoG2AztNw,positive,0.8,"Praises food, atmosphere, and plans to return."
JgUYeisVHSCcgEWjsmTaZQ,positive,0.7,"Highlights very good atmosphere, reasonable prices, and above‑expected quality."
dmuJieHRdZ9yNhZDQhT6Dg,negative,-0.8,"Describes disappointment, bland fries, and unlikely to return."
Qv993qRzIT6mSfhHwGCD0A,positive,0.6,"Good value, enjoyable meal, and intention to revisit."
_lfMobvWslbsGjl_4M3PXQ,positive,0.9,Strong praise as best bun bo hue spot.
UvWECeQX2Eez_IIMuS4S7g,negative,-0.8,Staff hygiene concerns and safety worries dominate the review
sdu0dkLReuB_nFQIjMURAA,neutral,0.2,Praise for food balanced by hygiene and crowding complaints
fEk4Rh1022egR1qiWhxIgw,positive,0.9,"Enthusiastic praise of food, service, and long‑term loyalty"
28t4xEAgi7LkwpeK9b5orA,negative,-0.4,"Initial praise undermined by costly, disappointing experience"
PSIDyvYphrVaNZHLDH12kQ,negative,-0.6,Service abruptness caused disappointment despite prior visits
_7HsxPUuv2mmBw-NNU67NQ,negative,-0.4,"Mixed praise, but overall disappointment with dessert room and service"
RF_o9lfqWxnYPmwXpMKS_Q,positive,0.9,Highly positive experience with attentive service and delicious food
_1hR5HgJTTCVa_N6jY1QXg,negative,-0.8,Negative due to misleading promotion and poor staff knowledge
beickGQSMHagxk-LslM71w,positive,0.8,"Positive praise for custom cake and delicious mango, matcha drinks"
97ct7FKMD3CjXywmWixNfQ,positive,0.7,"Positive overall, tasty brisket; minor complaint about small fry portion"
909lBtQE8DDKluAK2C-wJw,negative,-0.9,"Harsh criticism of cleanliness, service, and overall experience."
d5CZe1yhonD6udK5ierH5Q,negative,-0.4,Food quality and service issues outweigh minor positives.
u3Gzyvinzyd_jiVCZF4_vQ,negative,-0.8,"Disappointed with ribs, sauce, and value; recommends not ordering."
jOzGrwCssLBLdRyhuz_AsA,positive,0.5,"Praise for brisket, ribs, hush puppies outweighs minor dish complaints."
9pdo5Bfpl9YHwGCkihmGpA,positive,0.9,"Enthusiastic praise of food variety and friendly, efficient staff."
P5JNURWNK83nA2Ql2MVw2w,positive,0.85,"Praise for service, food quality, and intent to return."
cboA5XtvySjm7HIe0Pjp9A,negative,-0.7,"Highlights multiple food quality issues, despite one positive drink."
5fyyqXcDNRlw1YszlXYBAg,positive,0.9,"Enthusiastic praise for freshness, value, variety, and satisfaction."
T8hwkhPdzQonMWao_6a_pA,neutral,0.1,Balanced praise with size and sauce quantity complaints.
KUFibg5x3Rn3ZENM0jzWiA,positive,0.8,"Positive service praise and satisfaction, intent to return."
p2WWnfzhvMkQZSVJp9g0FA,positive,0.6,Praises food and worth the drive despite minor drawbacks
YOxZs9Xbty2bsq2dLJvWdw,negative,-0.8,"Food described as terrible, outweighing staff praise"
J-4EQJ1lM5aQFb5H90q2XA,negative,-0.9,"Order never arrived, expresses strong disappointment"
nTBmqe03xe68zgcSOEtH4g,negative,-0.7,"Poor food, confusing menu, unlikely to return"
0cewMjPxqwTVHEvqLjX86Q,neutral,0.0,"Delicious food praised, but owner criticism creates mixed feelings"
ixTpdwHtBn85wgWH9HJwEg,positive,0.9,"Enthusiastic praise for food quality, price, and recommendation."
Q9ch-IuHwAnHe2faCkuTVQ,neutral,0.2,Mixed experience; some service errors but overall decent impression.
sRAIV4Zm3a3cBfEEAfZDYg,positive,0.8,"Strong praise for service, pastries, and atmosphere outweighs minor coffee rating."
fAk6IInqe1XSrLXHcbDwnw,positive,1.0,Highly enthusiastic endorsement of exceptional customer service.
ug-yYEorF8JjRWp9aw93dQ,positive,0.9,"Positive remarks on atmosphere, pastries, and friendly staff."
NCiPT1XRqJPaDNB8S6QUPA,positive,0.8,"Positive comments about pastries, cleanliness, and staff member's mask."
EGUk9Oje7Wk1C-EMWbE_qg,positive,0.9,"Positive comments about food, sangria, and value"
DOmg5fufydutUoqeD4oIdQ,positive,0.8,"Positive comments about food, service, and overall experience."
mX52EGNPN-naMBj4k_f5-g,negative,-0.5,Inconsistent food quality and service
bzKL2edZ6FxAJszE0KQu2Q,positive,0.8,"Positive review of the new name and location, along with appreciation for the buzzer system."
8cBprIRGQBZ_MHNS3izwKA,positive,0.8,Positive comments about food and staff
YsWLFfrtttv0K3VZqFb51A,positive,0.8,"Positive experience, would come back and try new items"
luz_xMq4fXAmbl57b0g23A,positive,0.8,"Positive comments about indoor decor, queso, and chips."
cfTtbnmzmNkPA98Pk-q1rQ,positive,0.8,"Positive comments about food, seating, and service"
5TfJzdm-cBH4O_9VCd8BAg,positive,0.8,"Positive experience with good food, satisfied customers, and efficient service."
6BaQ6EyccDyOkXJX1qwvqg,negative,-0.8,Dissatisfaction with food quality and presentation
JEgLUqEzrpNGM2CaKdVBrQ,negative,-0.8,"Dissatisfied with cheese steak quality, cold mushrooms, small size, and negative experience at Holmes Avenue location"
YW3BZwRaZoz6Ri9H--Qb_g,negative,-0.5,"Unhappy with store comparison, staff not wearing masks"
FQlvMPO5UTMusCDpPKZGcQ,positive,0.8,"Positive experience despite initial inconvenience, amazing gyros and grape leaves"
vF7KD4qtEMUxjFGChljU0g,positive,0.8,"Positive comments about food, service, and experience"
U2AMrZXpyNpZgQ5A4C91Tw,positive,0.9,"Positive experience, delicious food, excellent customer service"
6O4zESOTuQiGc6hGj_sUlQ,positive,0.8,Positive experience with amazing food and great service
fPCjR70l5EFeQF579DnGcQ,positive,0.9,"Positive experience, friendly staff, delicious food"
eOqIl2lbKRKe4vdd8K09dA,positive,0.7,"Positive experience, decent food, and recommending for a sloppy Philly cheesesteak"
Ce3V4vhAiTgOf7XfrOEoTg,positive,0.8,"Positive aspects: popular, nice experience, generous portions, efficient staff, upstairs seating."
kHw2dWf2xB_9t6JoHHyPDw,negative,-0.9,Expresses dissatisfaction with food quality and recommends against visiting the place.
KKB4j4jnBbCe7z3FEAbnBQ,positive,0.8,Recalls nostalgic memories of Navy welding school and South Street experience
EoWqosszQChj8idGsaJQ7g,neutral,0.3,Reviewer acknowledges decent cheesesteak but mentions long lines and suggests there are better options in the area.
O_225Jg0cyAaivh4alN2BQ,positive,0.8,"Positive comments about food quality, freshness, and service"
nPpsTtAiuAEpHPqltSgtKQ,positive,0.8,"Positive service, tasty meal, and reasonable price."
0RCSCkvqJPcfD-eUA9Is0g,positive,0.9,"Positive experience, delicious food, friendly owner"
-H7kD-BYSS7njDuNmWjpSA,negative,-0.5,"Comparing to another place (Frank's on Frankford Ave), customer finds the price high for the offered food."
FT3bZcaf9yNJVlfAPxhXbQ,positive,0.8,"Positive experience, great service, delicious cheesesteak"
_DqLA0Wd-EmR9QbTodM3aA,positive,0.8,"Positive experience with classic Philly cheesesteaks, quick service, and quality bread."
ETPC1N9FgJ9jzWgLTYD3yA,negative,-0.5,"Poor value for money, suggests John's roast pork as a better alternative"
uoyMSCtBYrvoNKnL3cLlnA,positive,0.8,Positive comments about food and staff
GjuKURcS-vdREG8ME2hkTg,positive,0.9,"Positive experience, delicious food, amazing staff"
m7ylizosn0IGnCQD12zpAg,negative,-0.5,Order mistake and unsatisfied with the outcome
woxeseGs0tjcT8wY9jhImQ,positive,0.8,"Positive remarks about convenience, service, and willingness to return"
rgEM4eoBFuciNXT44jDSrQ,positive,0.8,Positive food experience and authentic atmosphere
hr4wKqWdDrn6WZ2I5nlkCA,positive,0.8,"Positive experience, great meal, recommended paellas"
sQ_M8BGC-HYeL5vQ-QwAFQ,neutral,0.3,"Positive aspects: Cute location, yummy tapas. Negative aspects: Limited menu, ham and cheese tapas could have been better."
qOpCl3mpzqqrTh5UJf2Wyw,positive,0.8,"Recommends for date or evening out, mentions reasonable prices"
MM-PVZ-HV2NwVQYpvr21WQ,neutral,0.3,"Positive aspects: Been here multiple times, quality, good canned tuna belly. Negative aspects: Expensive, sauce issue, small tapas portions."
q2MgjG7lFV7DLcmOyOjU4Q,negative,-0.8,"Experienced poor food quality (raw chicken), unsatisfactory owner response"
Bpey9W5-lCjiXrJWIX0Izw,positive,0.8,Positive experience with great food and enjoyment
28kH6HvOkGycVViKSbiCLw,negative,-0.5,Spice level not met expectations
ZhN7Z4zG9rGVfU48a-gl-g,negative,-0.8,"Poor customer service, restaurant closed early, no return"
kTlBmMlhxrWOdWkbqaZ2Lg,positive,0.9,"Positive remarks about food quality, mention of made-from-scratch dishes and delectable menu options"
wAzi7G2td9xP9ibooSZoiQ,positive,0.9,Positive comments about food and recommends dishes
ZoR27783XQuDgoTGvhW45g,positive,0.7,Good food despite long wait times
FEMR5Rt9CAWX1QTXMn4XwA,negative,-0.5,dissatisfaction with food and possible lack of enjoyment
8QUOL5Yh9EZOIA-96kqzZw,positive,0.8,"Positive experience, recommended dishes and highly enjoyed meal."
iCrUVdUoznyIzTtuCR7-Hw,positive,1.0,Positive review about the food quality and taste
mQzIKBV4tDUErMg_p-IPaw,positive,0.9,"Positive comments about taste, portions, service, and frozen yogurt."
O-BI2Cmb7pj7IKEOoezCxg,positive,0.8,"Positive customer service, delicious Dole whips and ice cream, and overall enjoyable experience"
SOwrpGmsCRlj4WFWWwU0fQ,positive,0.9,"Positive experience, amazing staff, coupon suggestions"
D7Lpu8NugNyJbjpmgLC7ig,positive,0.9,"Positive experience, excellent service, delicious food"
ZzTwjHa-8PdojzVR1IevuQ,positive,0.8,"Positive remarks about cleanliness, delicious food, and helpful staff."
eXU-xAEMWtththx9qqCaUw,positive,0.9,"Positive experience, warm and welcoming atmosphere, satisfied with food and service"
iWYXPLxMY6UAhzKU5xvh9Q,positive,0.8,"Positive comments about service, food, buns, and fries"
idpCMddGrdxePzT8KkaLlQ,positive,0.9,"Positive comments about service, interior, food, and beer"
btWXgBgqRyiVx-SHi7pEcg,positive,0.9,"Positive review with phrases like 'Best take out burger', 'Sooooo good', and 'Can't recommend enough'"
fDpOJUi9Py-AyZcLCCzWbA,positive,0.8,Positive comments about food and service
klDWGoC0RrU-MigwB1Y8Jw,negative,-0.8,"Customer faced issues with door opening, staff behavior and unsatisfactory experience."
NuU6WlFpNcrnrZtd0xT4CA,negative,-0.8,"long waiting time, poor service, dissatisfied customer"
